collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024010516137,2024,010516137,1,2,2,2,35,6,3,0,0,1,0,0,9,6,E01002968,3,1,0,1,1
2024141514484,2024,141514484,2,1,1,2,36,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024201470230,2024,201470230,1,1,1,1,44,7,3,0,0,0,0,0,9,6,E01010221,3,1,0,1,2
2024311506020,2024,311506020,1,2,1,1,55,8,3,0,0,0,0,0,9,9,E01028332,3,1,0,1,2
2024411541195,2024,411541195,1,5,2,2,16,4,3,0,0,2,0,0,9,6,E01017391,3,1,0,1,2
2024010519717,2024,010519717,1,1,1,1,54,8,3,0,0,0,0,0,10,8,E01021340,3,1,0,1,4
2024010550036,2024,010550036,1,1,1,2,24,5,3,0,0,0,0,0,9,2,E01017537,3,1,0,1,4
2024201476937,2024,201476937,2,3,2,2,18,4,3,0,0,2,0,0,9,1,E01032888,3,1,0,1,1
2024201499732,2024,201499732,2,1,1,1,37,7,3,0,0,0,0,0,9,1,E01009000,3,1,0,1,2
2024451442429,2024,451442429,2,2,2,1,71,10,3,0,0,1,0,0,9,10,E01030436,3,1,0,1,3
2024991505819,2024,991505819,1,2,1,1,89,11,2,0,0,0,0,0,9,8,-1,6,1,1,0,1
2024010528458,2024,010528458,1,1,1,1,55,8,2,0,0,0,0,0,1,6,E01004347,7,1,1,0,1
2024101489969,2024,101489969,1,1,1,1,13,3,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024991400539,2024,991400539,1,3,2,1,22,5,3,0,0,2,0,0,9,5,-1,3,1,0,1,5
2024991442712,2024,991442712,1,1,1,1,88,11,3,0,0,0,0,0,9,7,-1,3,1,0,1,1
2024991403175,2024,991403175,2,1,1,1,38,7,3,0,0,0,0,0,1,7,-1,3,1,0,1,1
2024411463025,2024,411463025,2,1,1,1,-1,-1,3,0,0,0,0,0,3,4,E01000633,3,1,0,1,3
2024631417802,2024,631417802,1,1,2,1,17,4,3,0,0,0,0,0,4,8,E01014077,3,1,0,1,4
2024311510192,2024,311510192,1,1,1,1,19,4,2,0,0,0,0,0,9,3,E01013930,7,1,1,0,1
2024501501800,2024,501501800,1,1,1,1,36,7,3,0,0,0,0,0,9,3,E01019076,3,1,0,1,4
2024552400223,2024,552400223,2,3,2,2,40,7,3,0,0,1,0,0,9,10,E01015398,-1,0,0.02473,0.97527,1
2024221422295,2024,221422295,2,2,1,1,59,9,3,0,0,0,0,0,19,6,E01028826,3,1,0,1,3
2024010533318,2024,010533318,1,1,3,1,-1,-1,3,9,8,0,0,0,0,-1,-1,3,1,0,1,-1
2024461477222,2024,461477222,1,1,3,2,58,9,3,5,3,0,0,-1,0,5,E01024201,3,1,0,1,3
2024332400252,2024,332400252,1,1,1,1,29,6,2,0,0,0,0,0,9,8,E01025873,7,1,1,0,1
2024371466497,2024,371466497,1,1,1,1,18,4,3,0,0,0,0,0,9,6,E01034562,3,1,0,1,2
2024010505321,2024,010505321,1,1,3,1,26,6,3,1,1,0,0,0,0,5,E01002456,3,1,0,1,1
2024221497625,2024,221497625,1,1,1,1,30,6,3,0,0,0,0,0,3,4,E01035076,3,1,0,1,2
2024031401475,2024,031401475,1,2,2,1,65,9,3,0,0,2,0,0,9,10,E01019176,3,1,0,1,2
2024201435567,2024,201435567,2,2,1,1,19,4,3,0,0,0,0,0,9,1,E01009059,3,1,0,1,1
2024520402420,2024,520402420,2,3,2,1,25,5,3,0,0,2,0,0,9,2,E01033353,-1,0,0.03156,0.96844,4
2024991486413,2024,991486413,1,1,2,1,30,6,3,0,0,0,0,0,19,4,-1,3,1,0,1,4
2024411447147,2024,411447147,1,2,3,2,52,8,3,9,1,0,0,-1,0,3,E01023530,3,1,0,1,1
2024622400602,2024,622400602,1,1,1,1,13,3,3,0,0,0,0,0,2,-1,-1,-1,0,0.17223,0.82777,-1
2024010526008,2024,010526008,1,1,1,2,41,7,3,0,0,0,0,0,9,3,E01002527,3,1,0,1,2
2024211416660,2024,211416660,1,1,1,1,44,7,2,0,0,0,0,0,9,2,E01008977,7,1,1,0,4
2024991414729,2024,991414729,1,1,1,2,82,11,1,0,0,0,0,0,9,3,-1,1,1,0,0,2
2024991534791,2024,991534791,1,3,2,1,20,4,2,0,0,1,0,0,9,7,-1,7,1,1,0,2
2024501508906,2024,501508906,2,1,1,2,13,3,2,0,0,0,0,0,1,6,E01034635,7,1,1,0,1
2024010494685,2024,010494685,1,1,1,1,30,6,3,0,0,0,0,0,3,2,E01002041,3,1,0,1,1
2024141415947,2024,141415947,2,1,1,1,77,11,3,0,0,0,0,0,9,7,E01007741,3,1,0,1,1
2024211507793,2024,211507793,2,3,2,1,29,6,3,0,0,1,0,0,9,5,E01029627,3,1,0,1,3
2024430531958,2024,430531958,1,2,2,2,77,11,3,0,0,1,0,0,9,-1,-1,-1,0,0.15269,0.84731,-1
2024010532395,2024,010532395,1,1,1,1,77,11,3,0,0,0,0,0,1,7,E01001587,3,1,0,1,1
2024010535877,2024,010535877,1,1,1,1,17,4,3,0,0,0,0,0,1,5,E01003213,3,1,0,1,1
2024122400369,2024,122400369,1,1,1,1,34,6,3,0,0,0,0,0,5,3,E01027909,-1,0,0.15033,0.84967,1
2024070138981,2024,070138981,2,4,2,1,24,5,3,0,0,2,0,0,9,-1,-1,-1,0,0.08365,0.91635,-1
2024302500108,2024,302500108,2,1,1,2,27,6,2,0,0,0,0,0,9,2,E01013475,6,1,1,0,1
2024320415117,2024,320415117,2,1,1,1,29,6,3,0,0,0,0,0,9,9,E01026347,-1,0,0.02737,0.97263,2
2024401400296,2024,401400296,2,1,1,2,-1,-1,3,0,0,0,0,0,9,10,E01017415,3,1,0,1,1
2024421408902,2024,421408902,2,1,1,1,19,4,3,0,0,0,0,0,9,5,E01035166,3,1,0,1,1
202454C911724,2024,54C911724,1,1,3,1,15,3,3,5,3,0,0,0,0,7,E01031993,-1,0,0.12886,0.87114,1
2024010490291,2024,010490291,1,1,1,1,39,7,3,0,0,0,0,0,3,3,E01000506,3,1,0,1,1
2024201508784,2024,201508784,2,1,1,1,55,8,2,0,0,0,0,0,8,-1,-1,7,1,1,0,-1
2024131475620,2024,131475620,2,1,2,1,19,4,2,0,0,1,0,0,9,1,E01011003,7,1,1,0,1
2024471456456,2024,471456456,2,5,2,2,15,3,3,0,0,2,0,0,9,5,E01031771,3,1,0,1,3
2024010509998,2024,010509998,1,1,3,1,39,7,3,10,9,0,0,0,0,6,E01002957,3,1,0,1,1
2024010493779,2024,010493779,1,1,1,1,26,6,3,0,0,0,0,0,9,9,E01030712,3,1,0,1,3
2024010539592,2024,010539592,1,1,1,2,59,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024010541409,2024,010541409,1,2,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2024501402965,2024,501402965,1,1,1,1,68,10,3,0,0,0,0,0,9,9,E01020173,3,1,0,1,3
2024010533485,2024,010533485,2,2,1,1,28,6,3,0,0,0,0,0,1,6,E01003030,3,1,0,1,3
2024010532193,2024,010532193,2,1,1,2,32,6,3,0,0,0,0,0,9,3,E01003143,3,1,0,1,1
2024351538229,2024,351538229,2,1,1,2,47,8,3,0,0,0,0,0,9,6,E01018051,3,1,0,1,3
2024371437293,2024,371437293,2,1,1,2,53,8,3,0,0,0,0,0,9,5,E01029941,3,1,0,1,1
2024430049627,2024,430049627,1,1,3,1,14,3,2,1,1,0,0,0,0,10,E01016671,-1,0,1,0,1
2024471444578,2024,471444578,1,2,3,2,68,10,2,6,9,0,0,-1,0,5,E01030819,5,1,1,0,1
2024351414587,2024,351414587,2,1,1,2,50,8,2,0,0,0,0,0,1,8,E01018236,5,1,1,0,1
2024440219303,2024,440219303,1,1,1,2,58,9,2,0,0,0,0,0,9,7,E01023166,-1,0,1,0,1
2024461439473,2024,461439473,1,1,2,1,24,5,3,0,0,2,0,0,9,1,E01024278,3,1,0,1,4
2024010547837,2024,010547837,2,2,1,1,47,8,3,0,0,0,0,0,90,8,E01016101,3,1,0,1,4
2024320260973,2024,320260973,1,1,2,2,16,4,3,0,0,2,0,0,9,5,E01012398,-1,0,0.04219,0.95781,5
2024010489937,2024,010489937,1,1,1,1,52,8,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024010508904,2024,010508904,2,1,1,1,36,7,3,0,0,0,0,0,1,3,E01003915,3,1,0,1,1
2024361484370,2024,361484370,2,1,1,2,23,5,3,0,0,0,0,0,9,9,E01035146,3,1,0,1,3
2024520402161,2024,520402161,1,2,2,2,9,2,3,0,0,2,0,0,9,1,E01029107,-1,0,0.00602,0.99398,3
2024371528458,2024,371528458,1,1,1,1,17,4,3,0,0,0,0,0,9,9,E01034559,3,1,0,1,1
2024411429605,2024,411429605,2,3,2,1,8,2,3,0,0,2,0,0,9,9,E01023507,3,1,0,1,1
2024552400806,2024,552400806,1,1,3,2,65,9,3,8,3,0,0,0,0,5,E01020443,-1,0,0.13432,0.86568,1
2024421453195,2024,421453195,1,1,3,2,28,6,3,5,1,0,0,-1,0,10,E01021474,3,1,0,1,1
2024311439201,2024,311439201,2,1,1,1,33,6,3,0,0,0,0,0,1,1,E01028320,3,1,0,1,1
2024221463388,2024,221463388,1,1,1,1,20,4,3,0,0,0,0,0,3,9,E01032402,3,1,0,1,2
2024610022524,2024,610022524,2,2,1,1,26,6,2,0,0,0,0,0,3,-1,-1,-1,0,1,0,-1
2024221400033,2024,221400033,1,3,2,1,24,5,3,0,0,2,0,0,9,2,E01032240,3,1,0,1,1
2024501456905,2024,501456905,1,1,2,1,48,8,3,0,0,1,0,0,9,9,E01006796,3,1,0,1,5
2024010515175,2024,010515175,1,2,2,-1,-1,-1,3,0,0,2,0,0,9,3,E01000901,3,1,0,1,1
2024141529718,2024,141529718,2,2,2,2,40,7,3,0,0,2,0,0,9,2,E01007556,3,1,0,1,2
2024320107239,2024,320107239,1,2,2,2,16,4,3,0,0,2,0,0,9,5,E01026052,-1,0,0.03294,0.96706,4
2024440280231,2024,440280231,1,1,1,2,43,7,3,0,0,0,0,0,9,6,E01035450,-1,0,0.05583,0.94417,3
2024440324724,2024,440324724,2,1,1,1,73,10,3,0,0,0,0,0,9,6,E01022597,-1,0,0.0385,0.9615,4
2024010546927,2024,010546927,2,1,1,1,36,7,2,0,0,0,0,0,19,2,E01024596,7,1,1,0,4
2024010547864,2024,010547864,1,1,1,1,50,8,3,0,0,0,0,0,1,3,E01001858,3,1,0,1,1
2024201418891,2024,201418891,1,4,2,1,28,6,3,0,0,0,0,0,9,2,E01010084,3,1,0,1,1
2024991414761,2024,991414761,2,2,1,1,69,10,3,0,0,0,0,0,9,3,-1,3,1,0,1,3
2024010538797,2024,010538797,1,1,1,1,58,9,2,0,0,0,0,0,1,5,E01001664,5,1,1,0,1
2024361466027,2024,361466027,1,1,1,1,64,9,3,0,0,0,0,0,5,8,E01026566,3,1,0,1,3
2024010518064,2024,010518064,1,3,2,-1,-1,-1,3,0,0,2,0,0,9,3,E01000088,3,1,0,1,1
2024041485389,2024,041485389,2,2,1,1,44,7,3,0,0,0,0,0,9,4,E01012633,3,1,0,1,1
2024201401805,2024,201401805,2,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024302400721,2024,302400721,2,4,2,2,62,9,3,0,0,1,0,0,9,5,E01013582,-1,0,0.0342,0.9658,1
2024451463174,2024,451463174,2,2,1,1,38,7,3,0,0,0,0,0,9,4,E01034287,3,1,0,1,2
2024501433166,2024,501433166,3,2,1,1,43,7,3,0,0,0,0,0,19,4,E01015024,3,1,0,1,1
2024991459132,2024,991459132,2,3,1,2,24,5,3,0,0,0,0,0,90,1,-1,3,1,0,1,1
2024461535716,2024,461535716,1,2,1,1,45,7,3,0,0,0,0,0,8,5,E01024347,3,1,0,1,1
2024122400091,2024,122400091,2,1,1,2,23,5,3,0,0,0,0,0,9,4,E01027779,-1,0,0.02458,0.97542,4
2024131496008,2024,131496008,1,1,1,2,54,8,3,0,0,0,0,0,9,2,E01011918,3,1,0,1,1
2024221398098,2024,221398098,2,4,2,1,25,5,2,0,0,1,0,0,9,-1,-1,7,1,1,0,-1
2024461474263,2024,461474263,5,1,1,2,44,7,2,0,0,0,0,0,9,9,E01024745,6,1,1,0,3
2024311482962,2024,311482962,1,1,2,2,28,6,3,0,0,0,-1,0,11,1,E01013942,3,1,0,1,1
2024010530103,2024,010530103,1,1,3,2,11,3,3,1,3,0,0,0,0,10,E01000766,3,1,0,1,1
2024221437688,2024,221437688,2,1,1,1,19,4,2,0,0,0,0,0,4,5,E01032472,5,1,1,0,1
2024161438876,2024,161438876,2,1,1,1,56,9,3,0,0,0,0,0,9,1,E01035468,3,1,0,1,1
2024351509897,2024,351509897,2,1,1,2,38,7,3,0,0,0,0,0,9,6,E01018195,3,1,0,1,1
2024451502639,2024,451502639,1,1,1,2,19,4,3,0,0,0,0,0,9,9,E01023134,3,1,0,1,3
2024991406144,2024,991406144,2,1,2,2,45,7,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2024461463364,2024,461463364,1,1,3,1,5,1,2,1,3,0,0,-1,0,2,E01024249,7,1,1,0,1
2024471399185,2024,471399185,1,1,3,2,80,11,2,5,1,0,0,-1,0,8,E01021073,7,1,1,0,1
2024531424259,2024,531424259,1,1,3,2,12,3,3,5,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024320323199,2024,320323199,1,1,1,1,50,8,3,0,0,0,0,0,5,6,E01026031,-1,0,0.20452,0.79548,1
2024161449180,2024,161449180,2,1,1,1,58,9,3,0,0,0,0,0,9,8,E01027808,3,1,0,1,3
2024411503330,2024,411503330,1,1,1,1,77,11,3,0,0,0,0,0,9,8,E01022059,3,1,0,1,4
2024411438206,2024,411438206,1,1,1,1,57,9,2,0,0,0,0,0,21,6,E01010078,6,1,1,0,5
2024010526527,2024,010526527,1,1,1,1,20,4,3,0,0,0,0,0,3,2,E01003535,3,1,0,1,2
2024010537394,2024,010537394,1,1,3,2,41,7,3,5,1,0,0,0,0,3,E01001703,3,1,0,1,1
2024411503937,2024,411503937,1,1,3,2,23,5,2,9,1,0,0,-1,0,2,E01023750,7,1,1,0,1
2024440379050,2024,440379050,1,1,2,1,32,6,3,0,0,1,0,0,9,3,E01017091,-1,0,0.07236,0.92764,1
2024461520668,2024,461520668,1,1,1,1,72,10,1,0,0,0,0,0,9,6,E01024267,1,1,0,0,1
2024991423776,2024,991423776,2,2,2,2,35,6,2,0,0,1,0,0,9,4,-1,7,1,1,0,1
2024501405809,2024,501405809,1,1,1,1,18,4,2,0,0,0,0,0,97,6,E01015243,7,1,1,0,2
2024311515342,2024,311515342,1,1,3,1,2,1,2,8,5,0,0,-1,0,-1,-1,7,1,1,0,-1
2024211438540,2024,211438540,2,1,1,1,33,6,2,0,0,0,0,0,3,2,E01029351,7,1,1,0,3
2024211464382,2024,211464382,1,1,1,1,55,8,2,0,0,0,0,0,4,7,E01029405,7,1,1,0,3
2024440056114,2024,440056114,2,1,1,1,54,8,2,0,0,0,0,0,5,9,E01022565,-1,0,1,0,3
2024201474553,2024,201474553,2,4,1,1,23,5,3,0,0,0,0,0,9,1,E01009274,3,1,0,1,1
2024501431337,2024,501431337,1,2,1,1,25,5,3,0,0,0,0,0,9,6,E01018835,3,1,0,1,4
2024622400791,2024,622400791,1,1,1,1,36,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.02448,0.97552,-1
2024401544249,2024,401544249,2,2,1,2,41,7,3,0,0,0,0,0,9,6,E01016753,3,1,0,1,3
2024440195569,2024,440195569,1,1,1,1,76,11,3,0,0,0,0,0,9,7,E01022880,-1,0,0.11929,0.88071,1
2024531521237,2024,531521237,2,1,1,2,34,6,3,0,0,0,0,0,9,6,E01034797,3,1,0,1,4
2024501487477,2024,501487477,2,1,3,1,64,9,3,5,9,0,0,-1,0,1,E01015046,3,1,0,1,1
2024010507757,2024,010507757,1,1,1,1,17,4,3,0,0,0,0,0,3,7,E01034187,3,1,0,1,1
2024031450904,2024,031450904,1,1,2,2,29,6,2,0,0,-1,0,0,5,5,E01019325,7,1,1,0,4
2024411498951,2024,411498951,1,1,1,1,39,7,3,0,0,0,0,0,9,8,E01015696,3,1,0,1,1
2024221399342,2024,221399342,2,1,1,1,26,6,3,0,0,0,0,0,1,3,E01032157,3,1,0,1,1
2024010491137,2024,010491137,3,2,1,2,57,9,3,0,0,0,0,0,9,10,E01023474,3,1,0,1,4
2024010494401,2024,010494401,1,1,1,1,38,7,3,0,0,0,0,0,9,3,E01002506,3,1,0,1,1
2024461396982,2024,461396982,1,2,1,2,42,7,3,0,0,0,0,0,9,9,E01024376,3,1,0,1,2
2024522403182,2024,522403182,1,1,1,1,46,8,3,0,0,0,0,0,9,9,E01014933,-1,0,0.01589,0.98411,1
2024531410990,2024,531410990,2,1,1,2,37,7,3,0,0,0,0,0,9,1,E01022323,3,1,0,1,1
2024141557321,2024,141557321,1,2,2,2,26,6,3,0,0,1,0,0,9,2,E01007680,3,1,0,1,1
2024161498513,2024,161498513,2,1,1,1,74,10,3,0,0,0,0,0,9,2,E01013238,3,1,0,1,1
2024471499594,2024,471499594,1,1,1,1,25,5,3,0,0,0,0,0,1,2,E01016964,3,1,0,1,1
2024201508784,2024,201508784,1,2,1,2,25,5,2,0,0,0,0,0,9,10,E01010181,7,1,1,0,1
2024440197168,2024,440197168,1,1,1,1,25,5,2,0,0,0,0,0,9,4,E01017013,-1,0,1,0,2
2024041498826,2024,041498826,2,1,2,1,11,3,3,0,0,2,0,0,9,1,E01012678,3,1,0,1,1
2024231457388,2024,231457388,1,1,1,1,34,6,2,0,0,0,0,0,9,4,E01031026,7,1,1,0,1
2024461425545,2024,461425545,2,1,2,1,74,10,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024501524573,2024,501524573,1,1,1,1,18,4,3,0,0,0,0,0,9,10,E01003889,3,1,0,1,5
2024552400894,2024,552400894,2,1,1,1,56,9,3,0,0,0,0,0,9,7,E01020475,-1,0,0.12732,0.87268,4
2024991398205,2024,991398205,1,1,1,2,59,9,2,0,0,0,0,0,9,6,-1,5,1,1,0,3
2024430188453,2024,430188453,1,1,3,1,48,8,3,9,5,0,0,0,0,7,E01017792,-1,0,0.09513,0.90487,1
2024101491026,2024,101491026,2,1,1,1,62,9,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024211469052,2024,211469052,1,2,2,2,35,6,3,0,0,1,0,0,9,3,E01014327,3,1,0,1,1
2024421491733,2024,421491733,2,1,1,2,35,6,3,0,0,0,0,0,9,5,E01003661,3,1,0,1,3
2024421520650,2024,421520650,2,1,1,1,36,7,3,0,0,0,0,0,9,8,E01021504,3,1,0,1,2
2024010489611,2024,010489611,1,1,1,1,35,6,3,0,0,0,0,0,3,3,E01001980,3,1,0,1,2
2024010540397,2024,010540397,1,1,1,1,35,6,3,0,0,0,0,0,3,5,E01000323,3,1,0,1,1
2024201430955,2024,201430955,1,1,3,2,76,11,3,6,9,0,0,-1,0,9,E01009706,3,1,0,1,1
2024201416694,2024,201416694,1,1,3,2,45,7,3,5,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024201407467,2024,201407467,1,2,2,2,58,9,2,0,0,2,0,0,8,1,E01009502,7,1,1,0,2
2024221446283,2024,221446283,3,2,1,2,59,9,3,0,0,0,0,0,9,4,E01028928,3,1,0,1,1
2024371474979,2024,371474979,1,2,1,2,64,9,3,0,0,0,0,0,9,10,E01030195,3,1,0,1,1
2024461441449,2024,461441449,1,1,3,1,11,3,3,5,4,0,0,-1,0,1,E01016019,3,1,0,1,1
2024461406353,2024,461406353,2,1,1,2,45,7,3,0,0,0,0,0,9,10,E01024404,3,1,0,1,1
2024520402100,2024,520402100,1,1,2,2,65,9,3,0,0,0,0,0,3,10,E01007954,-1,0,0.14576,0.85424,5
2024052400453,2024,052400453,2,2,1,1,51,8,2,0,0,0,0,0,1,1,E01006483,-1,0,1,0,1
2024201426180,2024,201426180,2,1,1,1,22,5,3,0,0,0,0,0,3,-1,-1,3,1,0,1,-1
2024411531125,2024,411531125,2,1,1,2,43,7,3,0,0,0,0,0,9,7,E01023335,3,1,0,1,1
2024991461969,2024,991461969,1,3,2,2,38,7,3,0,0,0,0,0,9,1,-1,3,1,0,1,4
2024991495690,2024,991495690,1,2,1,2,37,7,3,0,0,0,0,0,9,7,-1,3,1,0,1,2
2024031398285,2024,031398285,1,1,1,2,17,4,3,0,0,0,0,0,9,9,E01019195,3,1,0,1,2
2024161478011,2024,161478011,1,3,2,1,14,3,3,0,0,2,0,0,9,4,E01013179,3,1,0,1,3
2024401476491,2024,401476491,2,2,2,2,27,6,3,0,0,1,0,0,9,5,E01015762,3,1,0,1,1
2024161526468,2024,161526468,1,1,1,1,35,6,3,0,0,0,0,0,1,4,E01012802,3,1,0,1,1
2024161456117,2024,161456117,1,1,3,1,32,6,3,6,9,0,0,-1,0,1,E01013281,3,1,0,1,1
2024010541498,2024,010541498,1,1,2,1,21,5,3,0,0,0,0,0,19,7,E01002514,3,1,0,1,1
2024070941260,2024,070941260,1,2,2,2,46,8,3,0,0,1,0,0,9,7,E01018448,3,1,0,1,1
2024211434945,2024,211434945,2,1,2,2,34,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2024302400259,2024,302400259,1,1,1,1,27,6,2,0,0,0,0,0,9,3,E01019810,-1,0,1,0,2
2024211526512,2024,211526512,1,1,3,2,78,11,3,5,3,0,0,-1,0,10,E01009859,3,1,0,1,2
2024010543011,2024,010543011,2,1,1,1,41,7,3,0,0,0,0,0,3,2,E01000627,3,1,0,1,3
2024010497513,2024,010497513,1,1,1,1,44,7,3,0,0,0,0,0,8,5,E01034212,3,1,0,1,1
2024041413044,2024,041413044,1,4,1,1,27,6,3,0,0,0,0,0,9,4,E01024891,3,1,0,1,3
2024061417342,2024,061417342,1,2,1,1,87,11,3,0,0,0,0,0,9,7,E01004892,3,1,0,1,1
2024430609037,2024,430609037,2,1,1,2,33,6,3,0,0,0,0,0,9,5,E01028477,-1,0,0.0655,0.9345,3
2024501526772,2024,501526772,2,3,1,1,18,4,3,0,0,0,0,0,9,8,E01015134,3,1,0,1,1
2024061524646,2024,061524646,2,1,1,1,19,4,2,0,0,0,0,0,2,2,E01005678,7,1,1,0,1
2024520401780,2024,520401780,2,2,1,1,34,6,2,0,0,0,0,0,5,8,E01019962,-1,0,1,0,4
2024010491924,2024,010491924,1,1,3,2,12,3,3,5,1,0,0,0,0,7,E01004107,3,1,0,1,1
2024141404541,2024,141404541,1,1,3,1,4,1,3,5,9,0,0,-1,0,-1,-1,3,1,0,1,-1
2024061430909,2024,061430909,1,1,1,1,58,9,3,0,0,0,0,0,1,9,E01004842,3,1,0,1,1
2024531470543,2024,531470543,1,1,1,1,11,3,3,0,0,0,0,0,-1,4,E01022251,3,1,0,1,1
2024010498126,2024,010498126,2,1,1,1,22,5,3,0,0,0,0,0,1,6,E01004052,3,1,0,1,1
2024010501769,2024,010501769,1,1,1,-1,41,7,3,0,0,0,0,0,3,1,E01003318,3,1,0,1,2
2024501507721,2024,501507721,1,1,1,1,52,8,3,0,0,0,0,0,5,3,E01018974,3,1,0,1,3
2024010510106,2024,010510106,1,1,1,1,17,4,3,0,0,0,0,0,3,7,E01002678,3,1,0,1,1
2024122400567,2024,122400567,1,1,1,2,37,7,3,0,0,0,0,0,2,7,E01027766,-1,0,0.12523,0.87477,1
2024010518335,2024,010518335,1,1,1,1,45,7,3,0,0,0,0,0,4,8,E01016001,3,1,0,1,4
2024061421915,2024,061421915,1,1,3,1,39,7,2,4,1,0,0,-1,0,1,E01005192,5,1,1,0,1
2024430455966,2024,430455966,2,1,1,1,36,7,3,0,0,0,0,0,1,2,E01016415,-1,0,0.19914,0.80086,1
2024411427165,2024,411427165,2,1,1,2,31,6,3,0,0,0,0,0,9,5,E01030674,3,1,0,1,4
2024451457878,2024,451457878,2,1,1,2,44,7,2,0,0,0,0,0,9,8,E01030577,7,1,1,0,1
2024070856171,2024,070856171,2,1,1,1,18,4,3,0,0,0,0,0,1,1,E01018522,3,1,0,1,1
2024010522083,2024,010522083,1,1,1,2,49,8,3,0,0,0,0,0,9,5,E01003842,3,1,0,1,1
2024010524981,2024,010524981,1,1,2,2,27,6,3,0,0,1,0,0,9,10,E01031675,3,1,0,1,4
2024520500266,2024,520500266,1,1,1,1,19,4,3,0,0,0,0,0,9,4,E01029102,-1,0,0.01584,0.98416,1
2024010521284,2024,010521284,1,1,1,2,49,8,3,0,0,0,0,0,1,7,E01004372,3,1,0,1,1
2024544765124,2024,544765124,2,1,1,1,37,7,3,0,0,0,0,0,1,9,E01032706,-1,0,0.09579,0.90421,1
2024141492229,2024,141492229,1,1,3,1,52,8,3,5,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024161447906,2024,161447906,1,3,2,2,12,3,3,0,0,1,0,0,9,3,E01013207,3,1,0,1,1
2024361458146,2024,361458146,1,1,1,2,47,8,3,0,0,0,0,0,9,8,E01026917,3,1,0,1,1
2024430066356,2024,430066356,1,1,1,2,51,8,3,0,0,0,0,0,9,2,E01028567,-1,0,0.13569,0.86431,2
2024311489340,2024,311489340,1,1,2,1,-1,-1,3,0,0,0,-1,0,11,-1,-1,3,1,0,1,-1
2024451475562,2024,451475562,2,1,1,1,59,9,3,0,0,0,0,0,9,7,E01015979,3,1,0,1,4
2024991473518,2024,991473518,1,1,2,2,85,11,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024501463199,2024,501463199,2,1,2,1,26,6,3,0,0,2,0,0,9,6,E01022211,3,1,0,1,5
2024991411738,2024,991411738,1,2,1,1,20,4,3,0,0,0,0,0,9,8,-1,3,1,0,1,1
2024520403085,2024,520403085,1,1,3,2,12,3,3,5,1,0,0,0,0,5,E01029067,-1,0,0.07977,0.92023,1
2024010515460,2024,010515460,1,1,3,2,3,1,3,9,9,0,0,0,0,4,E01003096,3,1,0,1,1
2024131532683,2024,131532683,1,1,3,2,28,6,3,5,3,0,0,-1,0,2,E01011128,3,1,0,1,1
2024010532966,2024,010532966,1,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024061499392,2024,061499392,2,1,2,2,50,8,3,0,0,1,0,0,9,6,E01005973,3,1,0,1,1
2024061533585,2024,061533585,1,1,2,2,32,6,2,0,0,1,0,0,9,1,E01005082,7,1,1,0,1
2024991400188,2024,991400188,1,1,2,2,25,5,2,0,0,1,0,0,9,2,-1,5,1,1,0,1
2024991478626,2024,991478626,1,2,2,2,59,9,1,0,0,1,0,0,9,3,-1,1,1,0,0,2
2024471477268,2024,471477268,2,1,1,2,-1,-1,3,0,0,0,0,0,1,6,E01016996,3,1,0,1,1
202460Q090330,2024,60Q090330,2,1,1,1,17,4,2,0,0,0,0,0,3,-1,-1,-1,0,1,0,-1
2024440392392,2024,440392392,2,1,1,1,21,5,2,0,0,0,0,0,3,4,E01022781,-1,0,1,0,3
2024991486167,2024,991486167,1,1,3,1,73,10,2,8,3,0,0,-1,0,7,-1,6,1,1,0,1
2024010494169,2024,010494169,1,1,1,2,49,8,3,0,0,0,0,0,9,1,E01002093,3,1,0,1,1
2024552400104,2024,552400104,2,2,1,1,20,4,3,0,0,0,0,0,9,10,E01015315,-1,0,0.02596,0.97404,1
